"Area name","Area code","Area type","Specimen date","Daily lab-confirmed cases","Cumulative lab-confirmed cases"
"Stoke-on-Trent","E06000021","Upper tier local authority","2020-03-26",5,30
"Bradford","E08000032","Upper tier local authority","2020-03-26",10,52
"Kent","E10000016","Upper tier local authority","2020-03-26",55,315
"Worcestershire","E10000034","Upper tier local authority","2020-03-26",23,154
"Croydon","E09000008","Upper tier local authority","2020-03-27",42,364
"Nottingham","E06000018","Upper tier local authority","2020-03-27",9,97
"Bradford","E08000032","Upper tier local authority","2020-03-27",20,72
"Kent","E10000016","Upper tier local authority","2020-03-27",58,373
"South West","E12000009","Region","2020-03-27",129,881
"Leeds","E08000035","Upper tier local authority","2020-03-27",21,139
"Devon","E10000008","Upper tier local authority","2020-03-27",12,105
"Stoke-on-Trent","E06000021","Upper tier local authority","2020-03-27",3,33
"Stockton-on-Tees","E06000004","Upper tier local authority","2020-03-27",8,33
"West Sussex","E10000032","Upper tier local authority","2020-03-27",19,171
"Worcestershire","E10000034","Upper tier local authority","2020-03-27",22,176
"Stockport","E08000007","Upper tier local authority","2020-03-27",8,97
"Haringey","E09000014","Upper tier local authority","2020-03-27",18,167
"Doncaster","E08000017","Upper tier local authority","2020-03-27",4,58
"Brent","E09000005","Upper tier local authority","2020-03-27",48,402
"Northumberland","E06000057","Upper tier local authority","2020-03-27",7,55
"Nottinghamshire","E10000024","Upper tier local authority","2020-03-27",31,198
"Derbyshire","E10000007","Upper tier local authority","2020-03-27",28,264
"Northamptonshire","E10000021","Upper tier local authority","2020-03-27",20,169
"Westminster","E09000033","Upper tier local authority","2020-03-27",13,250
"Bracknell Forest","E06000036","Upper tier local authority","2020-03-27",2,25
"Staffordshire","E10000028","Upper tier local authority","2020-03-27",35,269
"Central Bedfordshire","E06000056","Upper tier local authority","2020-03-27",12,76
"Dorset","E06000059","Upper tier local authority","2020-03-27",6,50
"Brighton and Hove","E06000043","Upper tier local authority","2020-03-27",12,65
"St. Helens","E08000013","Upper tier local authority","2020-03-27",14,66
"Suffolk","E10000029","Upper tier local authority","2020-03-27",20,115
"Harrow","E09000015","Upper tier local authority","2020-03-27",39,288
"North Yorkshire","E10000023","Upper tier local authority","2020-03-27",18,107
"Lancashire","E10000017","Upper tier local authority","2020-03-27",45,307
"West Berkshire","E06000037","Upper tier local authority","2020-03-27",5,49
"Oldham","E08000004","Upper tier local authority","2020-03-27",11,97
"Sunderland","E08000024","Upper tier local authority","2020-03-27",9,73
"Derby","E06000015","Upper tier local authority","2020-03-27",8,124
"East Midlands","E12000004","Region","2020-03-27",136,1227
"Bournemouth, Christchurch and Poole","E06000058","Upper tier local authority","2020-03-27",9,45
"South East","E12000008","Region","2020-03-27",331,2702
"Dudley","E08000027","Upper tier local authority","2020-03-27",14,147
"Bristol, City of","E06000023","Upper tier local authority","2020-03-27",14,94
"Southwark","E09000028","Upper tier local authority","2020-03-27",48,393
"North Tyneside","E08000022","Upper tier local authority","2020-03-27",11,48
"Leicester","E06000016","Upper tier local authority","2020-03-27",8,90
"Oxfordshire","E10000025","Upper tier local authority","2020-03-27",28,197
"Surrey","E10000030","Upper tier local authority","2020-03-27",56,490
"Lambeth","E09000022","Upper tier local authority","2020-03-27",35,393
"West Midlands","E12000005","Region","2020-03-27",276,2315
"Peterborough","E06000031","Upper tier local authority","2020-03-27",6,32
"Darlington","E06000005","Upper tier local authority","2020-03-27",2,14
"Bolton","E08000001","Upper tier local authority","2020-03-27",7,49
"Sutton","E09000029","Upper tier local authority","2020-03-27",21,141
"Ealing","E09000009","Upper tier local authority","2020-03-27",37,309
"Bromley","E09000006","Upper tier local authority","2020-03-27",30,275
"Wolverhampton","E08000031","Upper tier local authority","2020-03-27",26,186
"Hartlepool","E06000001","Upper tier local authority","2020-03-27",2,8
"Hertfordshire","E10000015","Upper tier local authority","2020-03-27",52,434
"North Somerset","E06000024","Upper tier local authority","2020-03-27",6,37
"Plymouth","E06000026","Upper tier local authority","2020-03-27",3,41
"Hounslow","E09000018","Upper tier local authority","2020-03-27",27,187
"Southend-on-Sea","E06000033","Upper tier local authority","2020-03-27",7,42
"Hampshire","E10000014","Upper tier local authority","2020-03-27",58,487
"Cumbria","E10000006","Upper tier local authority","2020-03-27",53,378
"Blackpool","E06000009","Upper tier local authority","2020-03-27",2,17
"North Lincolnshire","E06000013","Upper tier local authority","2020-03-27",2,15
"Swindon","E06000030","Upper tier local authority","2020-03-27",3,30
"Wigan","E08000010","Upper tier local authority","2020-03-27",13,59
"Warwickshire","E10000031","Upper tier local authority","2020-03-27",18,195
"Southampton","E06000045","Upper tier local authority","2020-03-27",13,69
"North West","E12000002","Region","2020-03-27",333,2196
"East Riding of Yorkshire","E06000011","Upper tier local authority","2020-03-27",3,37
"North East Lincolnshire","E06000012","Upper tier local authority","2020-03-27",3,21
"Norfolk","E10000020","Upper tier local authority","2020-03-27",20,134
"Knowsley","E08000011","Upper tier local authority","2020-03-27",7,40
"Tameside","E08000008","Upper tier local authority","2020-03-27",8,68
"Portsmouth","E06000044","Upper tier local authority","2020-03-27",3,73
"Kensington and Chelsea","E09000020","Upper tier local authority","2020-03-27",20,169
"Buckinghamshire","E10000002","Upper tier local authority","2020-03-27",17,163
"East Sussex","E10000011","Upper tier local authority","2020-03-27",13,83
"Reading","E06000038","Upper tier local authority","2020-03-27",3,46
"Islington","E09000019","Upper tier local authority","2020-03-27",15,158
"Liverpool","E08000012","Upper tier local authority","2020-03-27",27,200
"Blackburn with Darwen","E06000008","Upper tier local authority","2020-03-27",4,18
"Newham","E09000025","Upper tier local authority","2020-03-27",38,233
"South Tyneside","E08000023","Upper tier local authority","2020-03-27",7,28
"Leicestershire","E10000018","Upper tier local authority","2020-03-27",15,175
"Telford and Wrekin","E06000020","Upper tier local authority","2020-03-27",8,39
"Redbridge","E09000026","Upper tier local authority","2020-03-27",21,157
"Yorkshire and The Humber","E12000003","Region","2020-03-27",153,1284
"Bury","E08000002","Upper tier local authority","2020-03-27",9,61
"Coventry","E08000026","Upper tier local authority","2020-03-27",13,120
"Hillingdon","E09000017","Upper tier local authority","2020-03-27",26,194
"South Gloucestershire","E06000025","Upper tier local authority","2020-03-27",6,59
"Birmingham","E08000025","Upper tier local authority","2020-03-27",70,624
"Warrington","E06000007","Upper tier local authority","2020-03-27",10,32
"Havering","E09000016","Upper tier local authority","2020-03-27",10,119
"Enfield","E09000010","Upper tier local authority","2020-03-27",15,208
"Redcar and Cleveland","E06000003","Upper tier local authority","2020-03-27",10,30
"York","E06000014","Upper tier local authority","2020-03-27",5,23
"Somerset","E10000027","Upper tier local authority","2020-03-27",8,52
"Newcastle upon Tyne","E08000021","Upper tier local authority","2020-03-27",20,145
"Hammersmith and Fulham","E09000013","Upper tier local authority","2020-03-27",8,164
"Wiltshire","E06000054","Upper tier local authority","2020-03-27",18,85
"Thurrock","E06000034","Upper tier local authority","2020-03-27",12,59
"Kirklees","E08000034","Upper tier local authority","2020-03-27",10,65
"Milton Keynes","E06000042","Upper tier local authority","2020-03-27",10,98
"Richmond upon Thames","E09000027","Upper tier local authority","2020-03-27",19,122
"County Durham","E06000047","Upper tier local authority","2020-03-27",14,75
"Torbay","E06000027","Upper tier local authority","2020-03-27",6,33
"Essex","E10000012","Upper tier local authority","2020-03-27",70,425
"Calderdale","E08000033","Upper tier local authority","2020-03-27",6,26
"England","E92000001","Country","2020-03-27",2655,20622
"Bexley","E09000004","Upper tier local authority","2020-03-27",19,142
"Rochdale","E08000005","Upper tier local authority","2020-03-27",11,76
"Middlesbrough","E06000002","Upper tier local authority","2020-03-27",7,31
"Solihull","E08000029","Upper tier local authority","2020-03-27",17,95
"Gateshead","E08000037","Upper tier local authority","2020-03-27",4,32
"Cornwall and Isles of Scilly","E06000052","Upper tier local authority","2020-03-27",15,74
"North East","E12000001","Region","2020-03-27",101,572
"Barking and Dagenham","E09000002","Upper tier local authority","2020-03-27",12,113
"Merton","E09000024","Upper tier local authority","2020-03-27",24,197
"Tower Hamlets","E09000030","Upper tier local authority","2020-03-27",22,189
"Cambridgeshire","E10000003","Upper tier local authority","2020-03-27",18,135
"City of London","E09000001","Upper tier local authority","2020-03-27",1,7
"Bedford","E06000055","Upper tier local authority","2020-03-27",15,60
"Lewisham","E09000023","Upper tier local authority","2020-03-27",34,247
"Rotherham","E08000018","Upper tier local authority","2020-03-27",10,85
"Medway","E06000035","Upper tier local authority","2020-03-27",8,91
"Herefordshire, County of","E06000019","Upper tier local authority","2020-03-27",2,27
"Wandsworth","E09000032","Upper tier local authority","2020-03-27",30,346
"Kingston upon Thames","E09000021","Upper tier local authority","2020-03-27",11,101
"Trafford","E08000009","Upper tier local authority","2020-03-27",8,93
"Slough","E06000039","Upper tier local authority","2020-03-27",11,102
"Gloucestershire","E10000013","Upper tier local authority","2020-03-27",19,137
"Bath and North East Somerset","E06000022","Upper tier local authority","2020-03-27",4,39
"Cheshire West and Chester","E06000050","Upper tier local authority","2020-03-27",17,60
"Manchester","E08000003","Upper tier local authority","2020-03-27",14,117
"Shropshire","E06000051","Upper tier local authority","2020-03-27",10,82
"Wakefield","E08000036","Upper tier local authority","2020-03-27",7,65
"Salford","E08000006","Upper tier local authority","2020-03-27",13,109
"Halton","E06000006","Upper tier local authority","2020-03-27",7,25
"Camden","E09000007","Upper tier local authority","2020-03-27",20,193
"Greenwich","E09000011","Upper tier local authority","2020-03-27",18,180
"Sandwell","E08000028","Upper tier local authority","2020-03-27",19,162
"Barnsley","E08000016","Upper tier local authority","2020-03-27",15,104
"Windsor and Maidenhead","E06000040","Upper tier local authority","2020-03-27",4,64
"Wokingham","E06000041","Upper tier local authority","2020-03-27",10,43
"London","E12000007","Region","2020-03-27",817,7172
"Kingston upon Hull, City of","E06000010","Upper tier local authority","2020-03-27",2,13
"Luton","E06000032","Upper tier local authority","2020-03-27",12,89
"Cheshire East","E06000049","Upper tier local authority","2020-03-27",14,77
"Lincolnshire","E10000019","Upper tier local authority","2020-03-27",17,107
"Walsall","E08000030","Upper tier local authority","2020-03-27",19,160
"Sheffield","E08000019","Upper tier local authority","2020-03-27",27,454
"East of England","E12000006","Region","2020-03-27",244,1601
"Barnet","E09000003","Upper tier local authority","2020-03-27",54,399
"Sefton","E08000014","Upper tier local authority","2020-03-27",16,80
"Isle of Wight","E06000046","Upper tier local authority","2020-03-27",1,13
"Waltham Forest","E09000031","Upper tier local authority","2020-03-27",27,187
"Hackney","E09000012","Upper tier local authority","2020-03-27",15,178
"Wirral","E08000015","Upper tier local authority","2020-03-27",15,70
"Sunderland","E08000024","Upper tier local authority","2020-03-28",4,77
"Slough","E06000039","Upper tier local authority","2020-03-28",5,107
"Greenwich","E09000011","Upper tier local authority","2020-03-28",16,196
"South Gloucestershire","E06000025","Upper tier local authority","2020-03-28",8,67
"Blackpool","E06000009","Upper tier local authority","2020-03-28",5,22
"Tameside","E08000008","Upper tier local authority","2020-03-28",7,75
"Hammersmith and Fulham","E09000013","Upper tier local authority","2020-03-28",12,176
"Harrow","E09000015","Upper tier local authority","2020-03-28",27,315
"Bournemouth, Christchurch and Poole","E06000058","Upper tier local authority","2020-03-28",7,52
"Lancashire","E10000017","Upper tier local authority","2020-03-28",42,349
"Bristol, City of","E06000023","Upper tier local authority","2020-03-28",10,104
"North Lincolnshire","E06000013","Upper tier local authority","2020-03-28",2,17
"Central Bedfordshire","E06000056","Upper tier local authority","2020-03-28",10,86
"Sandwell","E08000028","Upper tier local authority","2020-03-28",18,180
"Croydon","E09000008","Upper tier local authority","2020-03-28",22,386
"Barnsley","E08000016","Upper tier local authority","2020-03-28",14,118
"Stoke-on-Trent","E06000021","Upper tier local authority","2020-03-28",4,37
"Salford","E08000006","Upper tier local authority","2020-03-28",18,127
